SKU;Name;Unit;Category
02-0000056;KR Εξαιρετικό παρθένο ελαιόλαδο, bottle 500ml Special Edition For Host;pcs;Finished Product
04-0000009;KR Βιολογικό παλαιωμένο βαλσάμικο ξύδι, bottle 200ml;pcs;Finished Product
02-0000069;Εξαιρετικό παρθένο ελαιόλαδο, bottle 500ml-Christmas;pcs;Finished Product
ΕΙΔΗ-00000004;Κρητικά κριτσίνια καρότου, 120gr;pcs;Finished Product
ΕΙΔΗ-00000005;Κρητικά κουλουράκια κανέλας, 120gr;pcs;Finished Product
ΕΙΔΗ-00000006;Κρητικά κουλουράκια μανταρινιού, 120gr;pcs;Finished Product
ΕΙΔΗ-00000007;Κρητικά παξιμαδάκια με γραβιέρα, 60gr;pcs;Finished Product
ΕΙΔΗ-00000008;Κρητικά παξιμαδάκια με ελαιόλαδο και ρίγανη, 60gr;pcs;Finished Product
ΕΙΔΗ-00000009;Κρητικά παξιμαδάκια με λιαστή ντομάτα και κρεμμύδι, 60gr;pcs;Finished Product
ΕΙΔΗ-00000010;Εξαιρετικό παρθένο ελαιόλαδο, can 250ml;pcs;Finished Product
ΕΙΔΗ-00000011;Εξαιρετικό παρθένο ελαιόλαδο, bottle 500ml;pcs;Finished Product
ΕΙΔΗ-00000012;Εξαιρετικό παρθένο ελαιόλαδο, can 5ltr;pcs;Finished Product
ΕΙΔΗ-00000013;Εξαιρετικό παρθένο ελαιόλαδο με βασιλικό, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000014;Εξαιρετικό παρθένο ελαιόλαδο με σκόρδο, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000015;Εξαιρετικό παρθένο ελαιόλαδο με πιπεριά τσίλι, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000016;Βιολογικό παλαιωμένο βαλσάμικο ξύδι, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000017;Ξύδι από χυμό εσπεριδοειδών, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000018;Ξύδι από χυμό κόκκινων φρούτων, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000019;US 3pk (Tomato-Graviera-Carrot);pcs;Finished Product
ΕΙΔΗ-00000020;US Κρητικά κριτσίνια καρότου, 120gr;pcs;Finished Product
ΕΙΔΗ-00000021;US Κρητικά κουλουράκια κανέλας, 120gr;pcs;Finished Product
ΕΙΔΗ-00000022;US Κρητικά κουλουράκια μανταρινιού, 120gr;pcs;Finished Product
ΕΙΔΗ-00000023;US Κρητικά παξιμαδάκια με γραβιέρα, 60gr;pcs;Finished Product
ΕΙΔΗ-00000024;US Κρητικά παξιμαδάκια με ελαιόλαδο και ρίγανη, 60gr;pcs;Finished Product
ΕΙΔΗ-00000025;US Κρητικά παξιμαδάκια με λιαστή ντομάτα και κρεμμύδι, 60gr;pcs;Finished Product
ΕΙΔΗ-00000026;US Εξαιρετικό παρθένο ελαιόλαδο, can 250ml;pcs;Finished Product
ΕΙΔΗ-00000027;US Εξαιρετικό παρθένο ελαιόλαδο, bottle 500ml;pcs;Finished Product
ΕΙΔΗ-00000028;US Εξαιρετικό παρθένο ελαιόλαδο, can 5ltr;pcs;Finished Product
ΕΙΔΗ-00000029;US Βιολογικό παλαιωμένο βαλσάμικο ξύδι, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000030;US Εξαιρετικό παρθένο ελαιόλαδο με βασιλικό, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000031;US Εξαιρετικό παρθένο ελαιόλαδο με σκόρδο, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000032;US Εξαιρετικό παρθένο ελαιόλαδο με πιπεριά τσίλι, bottle 200ml;pcs;Finished Product
ΕΙΔΗ-00000033;Δείγματα προϊόντων;pcs;Finished Product
05-0000006;Blank Sketchbook Κόκκινο;pcs;Finished Product
05-0000007;Blank sketchbook Πράσινο;pcs;Finished Product
05-0000008;Blank sketchbook Μπλέ;pcs;Finished Product
05-0000009;Blank sketchbook Πορτοκαλί;pcs;Finished Product
ΕΙΔΗ-00000040;Postcards-set of 8;pcs;Finished Product
05-0000010;Simple stickers;pcs;Finished Product
05-0000011;Eyes transparent sticker;pcs;Finished Product
ΕΙΔΗ-00000046;Yiayia face transparent sticker;pcs;Finished Product
ΕΙΔΗ-00000047;Fragile sticker;pcs;Finished Product
05-0000012;Μαύρη ποδιά με ροζ υφαντό ραφτό S-M;pcs;Finished Product
05-0000013;Μαύρη ποδιά με ροζ υφαντό ραφτό L-XL;pcs;Finished Product
05-0000014;Μαύρη ποδιά με πράσινο υφαντό ραφτό S-M;pcs;Finished Product
05-0000015;Μαύρη ποδιά με πράσινο υφαντό ραφτό L-XL;pcs;Finished Product
05-0000016;Μαύρη ποδιά με μπλέ υφαντό ραφτό S-M;pcs;Finished Product
05-0000017;Μαύρη ποδιά με μπλέ υφαντό ραφτό L-XL;pcs;Finished Product
05-0000018;Κεντημένη ποδιά;pcs;Finished Product
05-0000019;Kεντημένο μαξιλάρι;pcs;Finished Product
ΕΙΔΗ-00000064;Κουτί δώρου;pcs;Finished Product
ΕΙΔΗ-00000065;Βίδες λαχανικών με παντζάρι, καρότο, σπανάκι, 400gr;pcs;Finished Product
ΕΙΔΗ-00000066;Σάλτσα ντομάτας με ρίγανη και θυμάρι, 280gr;pcs;Finished Product
ΕΙΔΗ-00000067;Άνθος αλατιού, 100gr, jar;pcs;Finished Product
ΕΙΔΗ-00000068;Εξαιρετικό παρθένο ελαιόλαδο, 50ml;pcs;Finished Product
05-0000020;ΑΝΘΡΑΚΙ T-SHIRT 100% ΒΑΜΒΑΚΙ S/M;pcs;Finished Product
05-0000021;ΑΝΘΡΑΚΙ T-SHIRT 100% ΒΑΜΒΑΚΙ Μ/L;pcs;Finished Product
05-0000022;ΑΝΘΡΑΚΙ T-SHIRT 100% ΒΑΜΒΑΚΙ XL/XXL;pcs;Finished Product
05-0000023;ΜΠΕΖ T-SHIRT 100% ΒΑΜΒΑΚΙ S/M;pcs;Finished Product
05-0000024;ΜΠΕΖ T-SHIRT 100% ΒΑΜΒΑΚΙ Μ/L;pcs;Finished Product
05-0000025;ΜΠΕΖ T-SHIRT 100% ΒΑΜΒΑΚΙ XL/XXL;pcs;Finished Product
05-0000026;Tote bag, grey;pcs;Finished Product
ΕΙΔΗ-00000076;Yiayia gift box;pcs;Finished Product
05-0000027;Red-fuchsia waist apron;pcs;Finished Product
05-0000028;Red-fuchsia pillow;pcs;Finished Product
05-0000029;"T-shirt “Eyes"" S-M Anthracite";pcs;Finished Product
05-0000030;"T-shirt ""Fragile"" S-M Anthracite";pcs;Finished Product
05-0000031;"T-shirt ""Eyes"" S-M Beige";pcs;Finished Product
05-0000032;"T-shirt, ""Crocodile"" S-M Beige";pcs;Finished Product
ΕΙΔΗ-00000083;Εξαιρετικό παρθένο ελαιόλαδο με βασιλικό, bottle 50ml;pcs;Finished Product
ΕΙΔΗ-00000084;Εξαιρετικό παρθένο ελαιόλαδο με σκόρδο, bottle 50ml;pcs;Finished Product
ΕΙΔΗ-00000085;Εξαιρετικό παρθένο ελαιόλαδο με πιπεριά τσίλι, bottle 50ml;pcs;Finished Product
05-0000033;"T-shirt ""Eyes"" M-L Anthracite";pcs;Finished Product
05-0000034;"T-shirt ""Eyes"" XL-2XL Anthracite";pcs;Finished Product
05-0000035;"T-shirt ""Fragile"" M-L Anthracite";pcs;Finished Product
05-0000036;"T-shirt “Fragile"" XL-2XL Anthracite";pcs;Finished Product
05-0000037;"T-shirt ""Eyes"" M-L Beige";pcs;Finished Product
05-0000038;"T-shirt ""Eyes"" XL-2XL Beige";pcs;Finished Product
05-0000039;"T-shirt “Crocodile"" M-L Beige";pcs;Finished Product
05-0000040;"T-shirt, ""Crocodile"" XL-2XL Beige";pcs;Finished Product
05-0000041;Colorful bag;pcs;Finished Product
05-0000042;Παιδική Ποδιά Ροζ;pcs;Finished Product
05-0000043;Παιδική Ποδιά Γαλάζια;pcs;Finished Product
ΕΙΔΗ-00000103;Commission for Order;pcs;Finished Product
05-0000044;ΜΑΞΙΛΑΡΙ ΜΑΚΡΟΣΤΕΝΟ 168*34 (ΡΟΖ - ΚΙΤΡΙΝΟ);pcs;Finished Product
ΕΙΔΗ-00000105;ΔΕΙΓΜΑ ΤΣΑΝΤΑ ΠΑΝΙΝΗ ΠΟΡΤΟΚΑΛΙ (ΤΙΓΡΗΣ);pcs;Finished Product
05-0000045;ΜΑΞΙΛΑΡΙ ΜΑΚΡΟΣΤΕΝΟ 168*34 (ΠΡΑΣΙΝΟ - ΜΑΥΡΟ);pcs;Finished Product
05-0000046;ΜΑΞΙΛΑΡΙ ΜΑΚΡΟΣΤΕΝΟ 168*34 (ΠΟΡΤΟΚΑΛΙ - ΜΠΛΕ);pcs;Finished Product
05-0000047;ΜΑΞΙΛΑΡΙ ΜΑΚΡΟΣΤΕΝΟ 168*34 (ΜΠΛΕ - ΜΑΥΡΟ);pcs;Finished Product
05-0000048;ΜΑΞΙΛΑΡΙ 88*34 (ΠΡΑΣΙΝΟ - ΛΙΛΑ);pcs;Finished Product
05-0000049;ΜΑΞΙΛΑΡΙ 88*34 (ΜΑΥΡΟ - ΠΟΡΤΟΚΑΛΙ);pcs;Finished Product
05-0000050;Pillow Yiayia face;pcs;Finished Product
07-0000122;Ροζ χάρτινη τσάντα;pcs;Packaging
ΕΙΔΗ-00000122;Yiayia gift box x mini olive oils;pcs;Finished Product
ΕΙΔΗ-00000146;Pins set of 3;pcs;Finished Product
05-0000058;Tote bag Orange;pcs;Finished Product
05-0000059;Tote bag Green;pcs;Finished Product
05-0000060;Tote bag Beige;pcs;Finished Product
ΕΙΔΗ-00000182;KΑΠΑΡΝΤΙΝΕ 65-35 150Φ;meters;Finished Product
ΕΙΔΗ-00000183;ΧΑΡΤΙ ΦΩΤΟΤΥΠΙΑΣ HP OFFICE A4 80 gr. ΠΑΚ/500φ;pcs;Consumables
ΕΙΔΗ-00000184;ΜΑΡΚΑΔΟΡΟΣ PILOT SCA TWIN ΛΕΠΤΟΣ;pcs;Consumables
ΕΙΔΗ-00000185;ΤΑΙΝΙΑ ΣΥΣΚΕΥΑΣΙΑΣ S/Q AΘΟΡΥΒΗ 48mmX60m;pcs;Consumables
ΕΙΔΗ-00000186;XΑΡΤΟΤΑΙΝΙΑ ΘΕΡΜΙΚΗ 57x40 (48gr/15m);pcs;Consumables
ΕΙΔΗ-00000187;ΠΛΑΣΤΙΚΕΣ ΣΑΚΟΥΛΕΣ;pcs;Consumables
ΕΙΔΗ-00000188;Παραδοσιακή Βασιλόπιτα 1κιλού;pcs;Fixed costs
ΕΙΔΗ-00000189;ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ 2Χ2kg ΛΕΥΚΟ JUMBO ROLL;pcs;Consumables
ΕΙΔΗ-00000190;ΣΑΚ. ΓΡΑΦΕΙΟΥ ΣΕ ΡΟΛΟ ΛΕΥΚΗ 20 ΤΜΧ. 50Χ50cm;pcs;Consumables
ΕΙΔΗ-00000191;ΣΦΟΥΓΓΑΡΙ ΚΟΥΖΙΝΑΣ;pcs;Consumables
ΕΙΔΗ-00000192;ΕΠΑΓΓΕΛΜΑΤΙΚΟ 8Χ12 ΕΚ SILKY ΥΓΡΟ ΤΖΑΜΙΩΝ 1L ME ΨΕΚΑΣΤΗΡΑ;pcs;Consumables
05-0000061;Pillow Pig;pcs;Finished Product
05-0000062;Pillow Sun;pcs;Finished Product
05-0000063;Pillow Cat;pcs;Finished Product
05-0000064;Pillow Eyes blue long;pcs;Finished Product
05-0000065;Pillow Eyes black long;pcs;Finished Product
05-0000066;Pillow Frog;pcs;Finished Product
05-0000067;Πιάτο γουρούνι 20cm;pcs;Finished Product
05-0000068;Πιάτο 17 cm;pcs;Finished Product
05-0000069;Πιάτο 13 cm;pcs;Finished Product
05-0000070;HOSTERIA GOBLET CUP;pcs;Finished Product
05-0000071;MUG CUP;pcs;Finished Product
05-0000072;HIGH BALL CUP;pcs;Finished Product
05-0000073;"T-shirt ""Eyes"" S-M Pistachio";pcs;Finished Product
05-0000074;"T-shirt ""Eyes"" M-L Pistachio";pcs;Finished Product
05-0000075;"T-shirt ""EYES"" XL-2XL Pistachio";pcs;Finished Product
05-0000076;"T-shirt ""Fragile"" S-M Petrol";pcs;Finished Product
05-0000077;"T-shirt “Fragile"" M-L Petrol";pcs;Finished Product
05-0000078;"T-shirt ""Fragile"" XL-2XL Petrol";pcs;Finished Product
05-0000083;Pin Cat;pcs;Finished Product
05-0000084;Pin Bunny;pcs;Finished Product
05-0000085;Pin Yiayia;pcs;Finished Product
05-0000086;Pin Grasshopper;pcs;Finished Product
05-0000087;Pin Hedgehog;pcs;Finished Product
ΕΙΔΗ-00000233;Pin Athens Epidaurus Festival 2cm x 3.5cm;pcs;Finished Product
ΕΙΔΗ-00000234;Pin χορευτικές φιγούρες 3.3cm x 2.6cm;pcs;Finished Product
ΕΙΔΗ-00000235;Pin φιγούρες με φεγγάρι 2.8cm x 3cm;pcs;Finished Product
ΕΙΔΗ-00000236;Pin μάτια 2.8cm x 2.3cm;pcs;Finished Product
ΕΙΔΗ-00000237;Pin 3 φιγούρες 2.8cm x 3cm;pcs;Finished Product
ΕΙΔΗ-00000238;Σετ πιάτων;pcs;Finished Product
05-0000088;Tσάντα με τύπωμα (μάτια) 100% βαμβάκι;pcs;Finished Product
05-0000089;Pillow eyes orange long;pcs;Finished Product
05-0000090;Mini spatulas;pcs;Finished Product
ΕΙΔΗ-00000333;Box of Wishes Gift box (Extra virgin olive oil - Cinnamon biscuits - Candles);pcs;Finished Product
05-0000092;Mini spatula Frog;pcs;Finished Product
05-0000093;Mini spatula Dog;pcs;Finished Product
05-0000094;Mini spatula Bird;pcs;Finished Product
05-0000095;Mini spatula Pig;pcs;Finished Product
07-0000206;Ετικέτα σατεν 3x10cm;pcs;Raw Material
ΕΙΔΗ-00000244;Χ/Β 24ΤΜΧ;pcs;Packaging
ΕΙΔΗ-00000246;UK Συσκευασία δώρου evoo, evoo chilli, evoo basil, evoo garlic ( 6x50ml );pcs;Finished Product
07-0000011;KR yiayia can evoo 100ml (76x56x80);pcs;Raw Material
07-0000012;Τάπες πλαστικές μικρές can;pcs;Raw Material
07-0000013;US yiayia can evoo 100ml (76x56x80);pcs;Raw Material
07-0000014;EU yiayia can evoo 100ml (76x56x80);pcs;Raw Material
07-0000015;KR Στρογγυλό can 0,5ml (φ65);pcs;Raw Material
07-0000016;US Στρογγυλό can 0,5ml (φ65);pcs;Raw Material
07-0000017;Δοχείο 5lt can;pcs;Raw Material
07-0000018;US Lbl Sticker olive oil basil 6.8fl oz round;pcs;Raw Material
07-0000019;US Sticker olive oil basil 1.69fl oz round;pcs;Raw Material
07-0000020;US Lbl Sticker olive oil garlic 6.8fl oz round;pcs;Raw Material
07-0000021;US Sticker olive oil garlic 1.69fl oz round;pcs;Raw Material
07-0000022;EU Sticker olive oil basil 200ml round;pcs;Raw Material
07-0000023;EU Sticker olive oil garlic 200ml round;pcs;Raw Material
07-0000024;US Sticker extra virgin olive oil 1.69fl oz round;pcs;Raw Material
07-0000025;EU Sticker olive oil chili 50ml round;pcs;Raw Material
07-0000026;EU Sticker olive oil truffle 50ml round;pcs;Raw Material
07-0000027;EU Sticker olive oil lemon 50ml round;pcs;Raw Material
07-0000028;EU Sticker olive oil basil 50ml round;pcs;Raw Material
07-0000029;EU Sticker olive oil garlic 50ml round;pcs;Raw Material
07-0000030;EU Sticker extra virgin olive oil 50ml round;pcs;Raw Material
07-0000031;US Sticker olive oil chili 1.69fl oz round;pcs;Raw Material
07-0000032;US Sticker olive oil truffle 1.69fl oz round;pcs;Raw Material
07-0000033;US Lbl Sticker olive oil chili 6.8fl oz round;pcs;Raw Material
07-0000034;US Lbl Sticker olive oil truffle 6.8fl oz round;pcs;Raw Material
